Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;Ebene;Bemerkung
25.09.2012;41004-5006;;Flussspat;Linie;0;1012
25.09.2012;41004-5007;;Schwerspat;Linie;0;1012
25.09.2012;41004-5011;;Graphit;Linie;0;1012
25.09.2012;41005-0000;;TagebauGrubeSteinbruch;Linie;0;1012
25.09.2012;41005-1000;;Erden, Lockergestein;Linie;0;1012
25.09.2012;41005-1001;;Ton;Linie;0;1012
25.09.2012;41005-1002;;Bentonit;Linie;0;1012
25.09.2012;41005-1003;;Kaolin;Linie;0;1012
25.09.2012;41005-1004;;Lehm;Linie;0;1012
25.09.2012;41005-1005;;Loess, Loesslehm;Linie;0;1012
25.09.2012;41005-1006;;Mergel;Linie;0;1012
25.09.2012;41005-1007;;Kalk, Kalktuff, Kreide;Linie;0;1012
25.09.2012;41005-1008;;Sand;Linie;0;1012
25.09.2012;41005-1009;;Kies, Kiessand;Linie;0;1012
25.09.2012;41005-1011;;Farberden;Linie;0;1012
25.09.2012;41005-1012;;Quarzsand;Linie;0;1012
25.09.2012;41005-1013;;Kieselerde;Linie;0;1012
25.09.2012;41005-2000;;Steine, Gestein, Festgestein;Linie;0;1012
25.09.2012;41005-2001;;Tonstein;Linie;0;1012
25.09.2012;41005-2002;;Schiefer, Dachschiefer;Linie;0;1012
25.09.2012;41005-2003;;Metamorphe Schiefer;Linie;0;1012
25.09.2012;41005-2004;;Mergelstein;Linie;0;1012
25.09.2012;41005-2005;;Kalkstein;Linie;0;1012
25.09.2012;41005-2006;;Dolomitstein;Linie;0;1012
25.09.2012;41005-2007;;Travertin;Linie;0;1012
25.09.2012;41005-2008;;Mamor;Linie;0;1012
25.09.2012;41005-2009;;Sandstein;Linie;0;1012
25.09.2012;41005-2010;;Grauwacke;Linie;0;1012
25.09.2012;41005-2011;;Quarzit;Linie;0;1012
25.09.2012;41005-2012;;Gneis;Linie;0;1012
25.09.2012;41005-2013;;Basalt, Diabas;Linie;0;1012
25.09.2012;41005-2014;;Andesit;Linie;0;1012
25.09.2012;41005-2015;;Porphyr, Quarzporphyr;Linie;0;1012
25.09.2012;41005-2016;;Granit;Linie;0;1012
25.09.2012;41005-2017;;Granodiorit;Linie;0;1012
25.09.2012;41005-2018;;Tuff, Bimstein;Linie;0;1012
25.09.2012;41005-2019;;Trass;Linie;0;1012
25.09.2012;41005-2020;;Lavaschlacke;Linie;0;1012
25.09.2012;41005-2021;;Talkschiefer, Speckstein;Linie;0;1012
25.09.2012;41005-4000;;Treib- und Brennstoffe;Linie;0;1012
25.09.2012;41005-4010;;Torf;Linie;0;1012
25.09.2012;41005-4020;;Kohle;Linie;0;1012
25.09.2012;41005-4021;;Braunkohle;Linie;0;1012
25.09.2012;41005-4022;;Steinkohle;Linie;0;1012
25.09.2012;41005-4030;;Oelschiefer;Linie;0;1012
25.09.2012;41005-5000;;Industrieminerale, Salze;Linie;0;1012
25.09.2012;41005-5001;;Gipsstein;Linie;0;1012
25.09.2012;41005-5002;;Anhydritstein;Linie;0;1012
25.09.2012;41005-5005;;Kalkspat;Linie;0;1012
25.09.2012;41005-5007;;Schwerspat;Linie;0;1012
25.09.2012;41005-5008;;Quarz;Linie;0;1012
25.09.2012;41005-5009;;Feldspat;Linie;0;1012
25.09.2012;41005-5010;;Pegmatitsand;Linie;0;1012
25.09.2012;41005-9999;;Sonstiges;Linie;0;1012
25.09.2012;41006-0000;;FlaecheGemischterNutzung;Linie;0;1012
25.09.2012;41006-2100;;Gebaeude- und Freiflaeche, Mischnutzung mit Wohnen;Linie;0;1012
25.09.2012;41006-2110;;Wohnen mit Oeffentlich;Linie;0;1012
25.09.2012;41006-2120;;Wohnen mit Handel und Dienstleistungen;Linie;0;1012
25.09.2012;41006-2130;;Wohnen mit Gewerbe und Industrie;Linie;0;1012
25.09.2012;41006-2140;;Oeffentlich mit Wohnen;Linie;0;1012
25.09.2012;41006-2150;;Handel und Dienstleistungen mit Wohnen;Linie;0;1012
25.09.2012;41006-2160;;Gewerbe und Industrie mit Wohnen;Linie;0;1012
25.09.2012;41006-2700;;Gebaeude- und Freiflaeche Land- und Forstwirtschaft;Linie;0;1012
25.09.2012;41006-2710;;Wohnen;Linie;0;1012
25.09.2012;41006-2720;;Betrieb;Linie;0;1012
25.09.2012;41006-2730;;Wohnen und Betrieb;Linie;0;1012
25.09.2012;41006-6800;;Landwirtschaftliche Betriebsflaeche;Linie;0;1012
25.09.2012;41006-7600;;Forstwirtschaftliche Betriebsflaeche;Linie;0;1012
25.09.2012;41007-0000;;FlaecheBesondererFunktionalerPraegung;Linie;0;1012
25.09.2012;41007-1100;;Oeffentliche Zwecke;Linie;0;1012
25.09.2012;41007-1110;;Verwaltung;Linie;0;1012
25.09.2012;41007-1120;;Bildung und Forschung;Linie;0;1012
25.09.2012;41007-1130;;Kultur;Linie;0;1012
25.09.2012;41007-1140;;Religioese Einrichtung;Linie;0;1012
25.09.2012;41007-1150;;Gesundheit, Kur;Linie;0;1012
25.09.2012;41007-1160;;Soziales;Linie;0;1012
25.09.2012;41007-1170;;Sicherheit und Ordnung;Linie;0;1012
25.09.2012;41007-1200;;Parken;Linie;0;1012
25.09.2012;41007-1300;;Historische Anlage;Linie;0;1012
25.09.2012;41007-1310;;Burg-, Festungsanlage;Linie;0;1012
25.09.2012;41007-1320;;Schlossanlage;Linie;0;1012
25.09.2012;41008-0000;;SportFreizeitUndErholungsflaeche;Linie;0;1012
25.09.2012;41008-4001;;Gebaeude- und Freiflaeche Sport, Freizeit und Erholung;Linie;0;1012
25.09.2012;41008-4100;;Sportanlage;Linie;0;1012
25.09.2012;41008-4101;;Gebaeude- und Freiflaeche Erholung, Sport;Linie;0;1012
25.09.2012;41008-4110;;Golfplatz;Linie;0;1012
25.09.2012;41008-4120;;Sportplatz;Linie;0;1012
25.09.2012;41008-4130;;Rennbahn;Linie;0;1012
25.09.2012;41008-4140;;Reitplatz;Linie;0;1012
25.09.2012;41008-4150;;Schiess¸anlage;Linie;0;1012
25.09.2012;41008-4160;;Eis-, Rollschuhbahn;Linie;0;1012
25.09.2012;41008-4170;;Tennisplatz;Linie;0;1012
25.09.2012;41008-4200;;Freizeitanlage;Linie;0;1012
25.09.2012;41008-4210;;Zoo;Linie;0;1012
25.09.2012;41008-4211;;Gebaeude- u. Freiflaeche Erholung, Zoologie;Linie;0;1012
25.09.2012;41008-4220;;Safaripark, Wildpark;Linie;0;1012
25.09.2012;41008-4230;;Freizeitpark;Linie;0;1012
25.09.2012;41008-4240;;Freilichttheater;Linie;0;1012
25.09.2012;41008-4250;;Freilichtmuseum;Linie;0;1012
25.09.2012;41008-4260;;Autokino, Freilichtkino;Linie;0;1012
25.09.2012;41008-4270;;Verkehrsuebungsplatz;Linie;0;1012
25.09.2012;41008-4280;;Hundeuebungsplatz;Linie;0;1012
25.09.2012;41008-4290;;Modellflugplatz;Linie;0;1012
25.09.2012;41008-4300;;Erholungsflaeche;Linie;0;1012
25.09.2012;41008-4301;;Gebaeude- und Freiflaeche Erholung;Linie;0;1012
25.09.2012;41008-4310;;Wochenend- und Ferienhausflaeche;Linie;0;1012
25.09.2012;41008-4320;;Schwimmbad, Freibad;Linie;0;1012
25.09.2012;41008-4321;;Gebaeude- u. Freiflaeche Erholung, Bad;Linie;0;1012
25.09.2012;41008-4330;;Campingplatz;Linie;0;1012
25.09.2012;41008-4331;;Gebaeude- u. Freiflaeche Erholung, Camping;Linie;0;1012
25.09.2012;41008-4400;;Gruenanlage;Linie;0;1012
25.09.2012;41008-4410;;Gruenflaeche;Linie;0;1012
25.09.2012;41008-4420;;Park;Linie;0;1012
25.09.2012;41008-4430;;Botanischer Garten;Linie;0;1012
25.09.2012;41008-4431;;Gebaeude- u. Freiflaeche Erholung, Botanik;Linie;0;1012
25.09.2012;41008-4440;;Kleingarten;Linie;0;1012
25.09.2012;41008-4450;;Wochenendplatz;Linie;0;1012
25.09.2012;41008-4460;;Garten;Linie;0;1012
25.09.2012;41008-4460;;Garten;Flaeche;0;1012
25.09.2012;41008-4470;;Spielplatz, Bolzplatz;Linie;0;1012
25.09.2012;41008-9999;;Sonstiges;Linie;0;1012
25.09.2012;41009-0000;;Friedhof;Linie;0;1012
25.09.2012;41009-9401;;Gebaeude- und Freiflaeche Friedhof;Linie;0;1012
25.09.2012;41009-9402;;Friedhof (ohne Gebaeude);Linie;0;1012
25.09.2012;41009-9403;;Friedhof (Park);Linie;0;1012
25.09.2012;41009-9404;;Historischer Friedhof;Linie;0;1012
25.09.2012;42001-0000;;Strassenverkehr;Text;1;1012
25.09.2012;42001-0000;;Strassenverkehr;Linie;0;1012
25.09.2012;42001-0000;;Strassenverkehr;Flaeche;0;1012
25.09.2012;42006-0000;;Weg;Text;1;1012
25.09.2012;42006-0000;;Weg;Linie;0;1012
25.09.2012;42006-0000;;Weg;Flaeche;0;1012
25.09.2012;42009-0000;;Platz;Linie;0;1012
25.09.2012;42009-5130;;Fussgaengerzone;Linie;0;1012
25.09.2012;42009-5310;;Parkplatz;Linie;0;1012
25.09.2012;42009-5320;;Rastplatz;Linie;0;1012
25.09.2012;42009-5330;;Raststaette;Linie;0;1012
25.09.2012;42009-5340;;Marktplatz;Linie;0;1012
25.09.2012;42009-5350;;Festplatz;Linie;0;1012
25.09.2012;42010-0000;;Bahnverkehr;Linie;0;1012
25.09.2012;42010-1100;;Eisenbahn;Linie;0;1012
25.09.2012;42010-1102;;Gueterverkehr;Linie;0;1012
25.09.2012;42010-1104;;S-Bahn;Linie;0;1012
25.09.2012;42010-1200;;Stadtbahn;Linie;0;1012
25.09.2012;42010-1201;;Strass¸enbahn;Linie;0;1012
25.09.2012;42010-1202;;U-Bahn;Linie;0;1012
25.09.2012;42010-1300;;Seilbahn, Bergbahn;Linie;0;1012
25.09.2012;42010-1301;;Zahnradbahn;Linie;0;1012
25.09.2012;42010-1302;;Standseilbahn;Linie;0;1012
25.09.2012;42010-1400;;Museumsbahn;Linie;0;1012
25.09.2012;42010-1600;;Magnetschwebebahn;Linie;0;1012
25.09.2012;42015-0000;;Flugverkehr;Linie;0;1012
25.09.2012;42015-5510;;Flughafen;Linie;0;1012
25.09.2012;42015-5510;;Flughafen;Flaeche;0;1012
25.09.2012;42015-5511;;Internationaler Flughafen;Linie;0;1012
25.09.2012;42015-5511;;Internationaler Flughafen;Flaeche;0;1012
25.09.2012;42015-5512;;Regionalflughafen;Linie;0;1012
25.09.2012;42015-5512;;Regionalflughafen;Flaeche;0;1012
25.09.2012;42015-5520;;Verkehrslandeplatz;Linie;0;1012
25.09.2012;42015-5520;;Verkehrslandeplatz;Flaeche;0;1012
25.09.2012;42015-5530;;Hubschrauberflugplatz;Linie;0;1012
25.09.2012;42015-5530;;Hubschrauberflugplatz;Flaeche;0;1012
25.09.2012;42015-5540;;Landeplatz, Sonderlandeplatz;Linie;0;1012
25.09.2012;42015-5540;;Landeplatz, Sonderlandeplatz;Flaeche;0;1012
25.09.2012;42015-5550;;Segelfluggelaende;Linie;0;1012
25.09.2012;42015-5550;;Segelfluggelaende;Flaeche;0;1012
25.09.2012;42016-0000;;Schiffsverkehr;Linie;0;1012
25.09.2012;42016-2341;;Gebaeude und Freiflaechen zur Verkehrsanlage, Schifffahrt;Linie;0;1012
25.09.2012;42016-5610;;Hafenanlage (Landflaeche);Linie;0;1012
25.09.2012;42016-5620;;Schleuse (Landflaeche);Linie;0;1012
25.09.2012;42016-5630;;Anlegestelle;Linie;0;1012
25.09.2012;42016-5640;;Faehranlage;Linie;0;1012
25.09.2012;43001-0000;;Landwirtschaft;Linie;0;1012
25.09.2012;43001-1010;;Ackerland;Linie;0;1012
25.09.2012;43001-1010;;Ackerland;Flaeche;0;1012
25.09.2012;43001-1011;;Streuobstacker;Linie;0;1012
25.09.2012;43001-1011;;Streuobstacker;Flaeche;0;1012
25.09.2012;43001-1012;;Hopfen;Linie;0;1012
25.09.2012;43001-1012;;Hopfen;Flaeche;0;1012
25.09.2012;43001-1013;;Spargel;Linie;0;1012
25.09.2012;43001-1013;;Spargel;Flaeche;0;1012
25.09.2012;43001-1020;;Gruenland;Linie;0;1012
25.09.2012;43001-1020;;Gruenland;Flaeche;0;1012
25.09.2012;43001-1021;;Streuobstwiese;Linie;0;1012
25.09.2012;43001-1021;;Streuobstwiese;Flaeche;0;1012
25.09.2012;43001-1030;;Gartenland;Linie;0;1012
25.09.2012;43001-1030;;Gartenland;Flaeche;0;1012
25.09.2012;43001-1031;;Baumschule;Linie;0;1012
25.09.2012;43001-1031;;Baumschule;Flaeche;0;1012
25.09.2012;43001-1040;;Weingarten;Linie;0;1012
25.09.2012;43001-1040;;Weingarten;Flaeche;0;1012
25.09.2012;43001-1050;;Obstplantage;Linie;0;1012
25.09.2012;43001-1050;;Obstplantage;Flaeche;0;1012
25.09.2012;43001-1051;;Obstbaumplantage;Linie;0;1012
25.09.2012;43001-1051;;Obstbaumplantage;Flaeche;0;1012
25.09.2012;43001-1052;;Obststrauchplantage;Linie;0;1012
25.09.2012;43001-1052;;Obststrauchplantage;Flaeche;0;1012
25.09.2012;43001-1200;;Brachland;Linie;0;1012
25.09.2012;43001-1200;;Brachland;Flaeche;0;1012
25.09.2012;43002-0000;;Wald;Linie;0;1012
25.09.2012;43002-0000;;Wald;Flaeche;0;1012
25.09.2012;43002-1100;;Laubholz;Linie;0;1012
25.09.2012;43002-1100;;Laubholz;Flaeche;0;1012
25.09.2012;43002-1200;;Nadelholz;Linie;0;1012
25.09.2012;43002-1200;;Nadelholz;Flaeche;0;1012
25.09.2012;43002-1300;;Laub- und Nadelholz;Linie;0;1012
25.09.2012;43002-1300;;Laub- und Nadelholz;Flaeche;0;1012
25.09.2012;43002-1310;;Laubwald mit Nadelholz;Linie;0;1012
25.09.2012;43002-1310;;Laubwald mit Nadelholz;Flaeche;0;1012
25.09.2012;43002-1320;;Nadelwald mit Laubholz;Linie;0;1012
25.09.2012;43002-1320;;Nadelwald mit Laubholz;Flaeche;0;1012
25.09.2012;43003-0000;;Gehoelz;Linie;0;1012
25.09.2012;43003-0000;;Gehoelz;Flaeche;0;1012
25.09.2012;43003-1400;;Latschenkiefer;Linie;0;1012
25.09.2012;43003-1400;;Latschenkiefer;Flaeche;0;1012
25.09.2012;43004-0000;;Heide;Linie;0;1012
25.09.2012;43004-0000;;Heide;Flaeche;0;1012
25.09.2012;43005-0000;;Moor;Linie;0;1012
25.09.2012;43005-0000;;Moor;Flaeche;0;1012
25.09.2012;43006-0000;;AX_Sumpf;Linie;0;1012
25.09.2012;43006-0000;;AX_Sumpf;Flaeche;0;1012
25.09.2012;43007-0000;;UnlandVegetationsloseFlaeche;Linie;0;1012
25.09.2012;43007-0000;;UnlandVegetationsloseFlaeche;Flaeche;0;1012
25.09.2012;44001-0000;;Fliessgewaesser;Linie;0;1012
25.09.2012;44001-0000;;Fliessgewaesser;Flaeche;0;1012
25.09.2012;44001-8200;;Fluss;Linie;0;1012
25.09.2012;44001-8200;;Fluss;Flaeche;0;1012
25.09.2012;44001-8210;;Altwasser;Linie;0;1012
25.09.2012;44001-8210;;Altwasser;Flaeche;0;1012
25.09.2012;44001-8220;;Altarm;Linie;0;1012
25.09.2012;44001-8220;;Altarm;Flaeche;0;1012
25.09.2012;44001-8300;;Kanal;Linie;0;1012
25.09.2012;44001-8300;;Kanal;Flaeche;0;1012
25.09.2012;44001-8400;;Graben;Linie;0;1012
25.09.2012;44001-8400;;Graben;Flaeche;0;1012
25.09.2012;44001-8410;;Fleet;Linie;0;1012
25.09.2012;44001-8410;;Fleet;Flaeche;0;1012
25.09.2012;44001-8500;;Bach;Linie;0;1012
25.09.2012;44001-8500;;Bach;Flaeche;0;1012
25.09.2012;44005-0000;;Hafenbecken;Linie;0;1012
25.09.2012;44005-0000;;Hafenbecken;Flaeche;0;1012
25.09.2012;44005-8810;;Sportboothafenbecken;Linie;0;1012
25.09.2012;44005-8810;;Sportboothafenbecken;Flaeche;0;1012
25.09.2012;44006-0000;;StehendesGewaesser;Linie;0;1012
25.09.2012;44006-0000;;StehendesGewaesser;Flaeche;0;1012
25.09.2012;44006-8610;;See;Linie;0;1012
25.09.2012;44006-8610;;See;Flaeche;0;1012
25.09.2012;44006-8620;;Teich;Linie;0;1012
25.09.2012;44006-8620;;Teich;Flaeche;0;1012
25.09.2012;44006-8630;;Stausee;Linie;0;1012
25.09.2012;44006-8630;;Stausee;Flaeche;0;1012
25.09.2012;44006-8631;;Speicherbecken;Linie;0;1012
25.09.2012;44006-8631;;Speicherbecken;Flaeche;0;1012
25.09.2012;44006-8640;;Baggersee;Linie;0;1012
25.09.2012;44006-8640;;Baggersee;Flaeche;0;1012
25.09.2012;44006-9999;;Sonstiges;Linie;0;1012
25.09.2012;44006-9999;;Sonstiges;Flaeche;0;1012
25.09.2012;44007-0000;;Meer;Linie;0;1012
25.09.2012;44007-0000;;Meer;Flaeche;0;1012
25.09.2012;44007-8710;;Kuestengewaesser;Linie;0;1012
25.09.2012;44007-8710;;Kuestengewaesser;Flaeche;0;1012
25.09.2012;44007-8720;;Flussmuendungstrichter;Linie;0;1012
25.09.2012;44007-8720;;Flussmuendungstrichter;Flaeche;0;1012
25.09.2012;51002-0000;;BauwerkOderAnlageFuerIndustrieUndGewerbe;Punkt;15;1040
25.09.2012;51002-1210;;Klaerbecken;Punkt;15;1040
25.09.2012;51002-1215;;Solarzellen;Punkt;15;1040
25.09.2012;51002-1220;;Windrad;Punkt;15;1040
25.09.2012;51002-1240;;Wasserrad;Punkt;15;1040
25.09.2012;51002-1250;;Mast;Punkt;15;1040
25.09.2012;51002-1260;;Funkmast;Punkt;15;1040
25.09.2012;51002-1270;;Antenne;Punkt;15;1040
25.09.2012;51002-1280;;Radioteleskop;Punkt;15;1040
25.09.2012;51002-1290;;Schornstein, Schlott, Esse;Punkt;15;1040
25.09.2012;51002-1310;;Stollenmundloch;Punkt;15;1040
25.09.2012;51002-1320;;Schachtoeffnung;Punkt;15;1040
25.09.2012;51002-1330;;Kran;Punkt;15;1040
25.09.2012;51002-1331;;Drehkran;Punkt;15;1040
25.09.2012;51002-1332;;Portalkran;Punkt;15;1040
25.09.2012;51002-1333;;Laufkran, Brueckenlaufkran;Punkt;15;1040
25.09.2012;51002-1340;;Trockendock;Punkt;15;1040
25.09.2012;51002-1350;;Hochofen;Punkt;15;1040
25.09.2012;51002-1360;;Merkzeichen, Merkstein;Punkt;15;1040
25.09.2012;51002-1370;;Hydrant;Punkt;15;1040
25.09.2012;51002-1371;;Oberflurhydrant;Punkt;15;1040
25.09.2012;51002-1372;;Unterflurhydrant;Punkt;15;1040
25.09.2012;51002-1380;;Schieberkappe;Punkt;15;1040
25.09.2012;51002-1390;;Einsteigeschacht;Punkt;15;1040
25.09.2012;51002-1400;;Umformer;Punkt;15;1040
25.09.2012;51002-9999;;Sonstiges;Punkt;15;1040
25.09.2012;51004-0000;;Transportanlage;Punkt;15;1040
25.09.2012;51004-0000;;Transportanlage;Linie;0;1040
25.09.2012;51004-1110;;Erdoel;Punkt;15;1040
25.09.2012;51004-1110;;Erdoel;Linie;0;1040
25.09.2012;51004-1120;;Gas;Punkt;15;1040
25.09.2012;51004-1120;;Gas;Linie;0;1040
25.09.2012;51004-1130;;Wasser;Punkt;15;1040
25.09.2012;51004-1130;;Wasser;Linie;0;1040
25.09.2012;51004-1131;;Trinkwasser;Punkt;15;1040
25.09.2012;51004-1131;;Trinkwasser;Linie;0;1040
25.09.2012;51004-1132;;Brauchwasser;Punkt;15;1040
25.09.2012;51004-1132;;Brauchwasser;Linie;0;1040
25.09.2012;51004-1133;;Abwasser;Punkt;15;1040
25.09.2012;51004-1133;;Abwasser;Linie;0;1040
25.09.2012;51004-1140;;Fernwaerme;Punkt;15;1040
25.09.2012;51004-1140;;Fernwaerme;Linie;0;1040
25.09.2012;51005-0000;;Leitung;Linie;0;1040
25.09.2012;51005-1110;;Freileitung;Linie;0;1040
25.09.2012;51005-1111;;Erdkabel;Linie;0;1040
25.09.2012;51006-0000;;BauwerkOderAnlageFuerSportFreizeitUndErholung;Linie;0;1040
25.09.2012;51006-1410;;Spielfeld;Linie;0;1040
25.09.2012;51006-1411;;Hartplatz;Linie;0;1040
25.09.2012;51006-1412;;Rasenplatz;Linie;0;1040
25.09.2012;51006-1420;;Rennbahn,Laufbahn,Gelaeuf;Linie;0;1040
25.09.2012;51006-1430;;Zuschauertribuene;Linie;0;1040
25.09.2012;51006-1431;;Zuschauertribuene ueberdacht;Linie;0;1040
25.09.2012;51006-1432;;Zuschauertribuene nicht ueberdacht;Linie;0;1040
25.09.2012;51006-1440;;Stadion;Linie;0;1040
25.09.2012;51006-1450;;Schwimmbecken;Linie;0;1040
25.09.2012;51006-1460;;Liegewiese;Linie;0;1040
25.09.2012;51006-1470;;Sprungschanze (Anlauf);Linie;0;1040
25.09.2012;51006-1480;;Schiessanlage;Linie;0;1040
25.09.2012;51006-1490;;Gradierwerk;Linie;0;1040
25.09.2012;51006-1510;;Wieldgehege;Linie;0;1040
25.09.2012;51006-9999;;Sonstiges;Linie;0;1040
25.09.2012;51007-0000;;HistorischesBauwerkOderHistorischeEinrichtung;Linie;0;1040
25.09.2012;51007-1000;;Grab;Linie;0;1040
25.09.2012;51007-1010;;Gross¸steingrab (Dolmen), Huenenbett;Linie;0;1040
25.09.2012;51007-1020;;Grabhuegel (Huegelgrab);Linie;0;1040
25.09.2012;51007-1100;;Wasserleitung;Linie;0;1040
25.09.2012;51007-1110;;Aquaedukt;Linie;0;1040
25.09.2012;51007-1200;;Befestigung (Wall, Graben);Linie;0;1040
25.09.2012;51007-1210;;Wachtturm (roemisch), Warte;Linie;0;1040
25.09.2012;51007-1300;;Steinmal;Linie;0;1040
25.09.2012;51007-1400;;Befestigung (Burgruine);Linie;0;1040
25.09.2012;51007-1410;;Burg (Fliehburg, Ringwall);Linie;0;1040
25.09.2012;51007-1420;;Schanze;Linie;0;1040
25.09.2012;51007-1430;;Lager;Linie;0;1040
25.09.2012;51007-1500;;Historische Mauer;Linie;0;1040
25.09.2012;51007-1510;;Stadtmauer;Linie;0;1040
25.09.2012;51007-1520;;Sonstige historische Mauer;Linie;0;1040
25.09.2012;51007-9999;;Sonstiges;Linie;0;1040
25.09.2012;51009-0000;;SonstigesBauwerkOderSonstigeEinrichtung;Linie;0;1040
25.09.2012;51009-0000;;SonstigesBauwerkOderSonstigeEinrichtung;Flaeche;0;1040
25.09.2012;51011-0000;;BesondererBauwerkspunkt;Punkt;15;1040
25.09.2012;53001-0000;;BauwerkImVerkehrsbereich;Linie;0;1040
25.09.2012;53001-1800;;Bruecke;Linie;0;1040
25.09.2012;53001-1801;;Mehrstoeckige Bruecke;Linie;0;1040
25.09.2012;53001-1802;;Bogenbruecke;Linie;0;1040
25.09.2012;53001-1803;;Haengebruecke;Linie;0;1040
25.09.2012;53001-1805;;Drehbruecke;Linie;0;1040
25.09.2012;53001-1807;;Hebebruecke;Linie;0;1040
25.09.2012;53001-1808;;Zugbruecke;Linie;0;1040
25.09.2012;53001-1810;;Landebruecke;Linie;0;1040
25.09.2012;53001-1820;;Steg;Linie;0;1040
25.09.2012;53001-1840;;Brueckenpfeiler;Linie;0;1040
25.09.2012;53001-1845;;Widerlager;Linie;0;1040
25.09.2012;53001-1850;;Brueckenjoch;Linie;0;1040
25.09.2012;53001-1870;;Tunnel, Unterfuehrung;Linie;0;1040
25.09.2012;53001-1880;;Schutzgalerie;Linie;0;1040
25.09.2012;53001-1890;;Schleusenkammer;Linie;0;1040
25.09.2012;53001-1900;;Durchfahrt;Linie;0;1040
25.09.2012;53001-1910;;Anflugbefeuerung;Linie;0;1040
25.09.2012;53001-9999;;Sonstiges;Linie;0;1040
25.09.2012;53002-0000;;Strassenverkehrsanlage;Punkt;15;1040
25.09.2012;53002-0000;;Strassenverkehrsanlage;Linie;0;1040
25.09.2012;53002-1000;;Fahrbahn;Punkt;15;1040
25.09.2012;53002-1000;;Fahrbahn;Linie;0;1040
25.09.2012;53002-1010;;Fahrbahnbegrenzungslinie;Punkt;15;1040
25.09.2012;53002-1010;;Fahrbahnbegrenzungslinie;Linie;0;1040
25.09.2012;53002-1011;;Fahrbahnbegrenzungslinie, ueberdeckt;Punkt;15;1040
25.09.2012;53002-1011;;Fahrbahnbegrenzungslinie, ueberdeckt;Linie;0;1040
25.09.2012;53002-2000;;Furt;Punkt;15;1040
25.09.2012;53002-2000;;Furt;Linie;0;1040
25.09.2012;53002-3000;;Autobahnknoten;Punkt;15;1040
25.09.2012;53002-3000;;Autobahnknoten;Linie;0;1040
25.09.2012;53002-3001;;Kreuz;Punkt;15;1040
25.09.2012;53002-3001;;Kreuz;Linie;0;1040
25.09.2012;53002-3002;;Dreieck;Punkt;15;1040
25.09.2012;53002-3002;;Dreieck;Linie;0;1040
25.09.2012;53002-3003;;Anschlussstelle;Punkt;15;1040
25.09.2012;53002-3003;;Anschlussstelle;Linie;0;1040
25.09.2012;53002-9999;;Sonstiges;Punkt;15;1040
25.09.2012;53002-9999;;Sonstiges;Linie;0;1040
25.09.2012;53003-0000;;WegPfadSteig;Punkt;15;1040
25.09.2012;53003-0000;;WegPfadSteig;Linie;0;1040
25.09.2012;53003-1103;;Fussweg;Punkt;15;1040
25.09.2012;53003-1103;;Fussweg;Linie;0;1040
25.09.2012;53003-1103;;Fussweg;Flaeche;0;1040
25.09.2012;53003-1105;;Karren- und Ziehweg;Punkt;15;1040
25.09.2012;53003-1105;;Karren- und Ziehweg;Linie;0;1040
25.09.2012;53003-1106;;Radweg;Punkt;15;1040
25.09.2012;53003-1106;;Radweg;Linie;0;1040
25.09.2012;53003-1106;;Radweg;Flaeche;0;1040
25.09.2012;53003-1107;;Reitweg;Punkt;15;1040
25.09.2012;53003-1107;;Reitweg;Linie;0;1040
25.09.2012;53003-1108;;Wattenweg;Punkt;15;1040
25.09.2012;53003-1108;;Wattenweg;Linie;0;1040
25.09.2012;53003-1109;;(Kletter-)Steig im Gebirge;Punkt;15;1040
25.09.2012;53003-1109;;(Kletter-)Steig im Gebirge;Linie;0;1040
25.09.2012;53003-1110;;Rad- und Fussweg;Punkt;15;1040
25.09.2012;53003-1110;;Rad- und Fussweg;Linie;0;1040
25.09.2012;53003-1110;;Rad- und Fussweg;Flaeche;0;1040
25.09.2012;53003-1111;;Skaterstrecke;Punkt;15;1040
25.09.2012;53003-1111;;Skaterstrecke;Linie;0;1040
25.09.2012;53004-0000;;Bahnverkehrsanlage;Punkt;15;1040
25.09.2012;53004-0000;;Bahnverkehrsanlage;Linie;0;1040
25.09.2012;53004-1010;;Bahnhof;Punkt;15;1040
25.09.2012;53004-1010;;Bahnhof;Linie;0;1040
25.09.2012;53004-1020;;Haltstelle;Punkt;15;1040
25.09.2012;53004-1020;;Haltstelle;Linie;0;1040
25.09.2012;53004-1030;;Haltepunkt;Punkt;15;1040
25.09.2012;53004-1030;;Haltepunkt;Linie;0;1040
25.09.2012;53004-1100;;Eisenbahn;Punkt;15;1040
25.09.2012;53004-1100;;Eisenbahn;Linie;0;1040
25.09.2012;53004-1102;;Gueterverkehr;Punkt;15;1040
25.09.2012;53004-1102;;Gueterverkehr;Linie;0;1040
25.09.2012;53004-1104;;S-Bahn;Punkt;15;1040
25.09.2012;53004-1104;;S-Bahn;Linie;0;1040
25.09.2012;53004-1200;;Stadtbahn;Punkt;15;1040
25.09.2012;53004-1200;;Stadtbahn;Linie;0;1040
25.09.2012;53004-1201;;Strassenbahn;Punkt;15;1040
25.09.2012;53004-1201;;Strassenbahn;Linie;0;1040
25.09.2012;53004-1202;;U-Bahn;Punkt;15;1040
25.09.2012;53004-1202;;U-Bahn;Linie;0;1040
25.09.2012;53004-1300;;Bergbahn, Seilbahn;Punkt;15;1040
